Date,Open,High,Low,Close,Adj Close,Volume
2013-12-01,null,null,null,null,null,null
2014-01-01,168.880005,170.460007,163.669998,164.449997,148.906982,0
2014-02-01,160.690002,171.949997,160.690002,171.949997,155.698120,0
2014-03-01,170.690002,173.750000,170.419998,172.630005,156.313843,0
2014-04-01,173.860001,174.380005,167.539993,173.880005,158.115448,0
2014-05-01,173.869995,177.940002,172.410004,177.940002,161.807358,0
2014-06-01,178.089996,181.460007,178.029999,180.830002,164.435333,0
2014-07-01,182.070007,183.559998,178.320007,178.320007,162.836716,0
2014-08-01,177.809998,185.429993,176.479996,185.429993,169.329376,0
2014-09-01,185.330002,186.350006,181.350006,181.990005,166.188034,0
2014-10-01,179.589996,186.399994,171.979996,186.399994,170.972977,0
2014-11-01,186.380005,191.880005,185.850006,191.399994,175.559174,0
2014-12-01,190.100006,192.789993,182.789993,189.889999,174.174103,0
2015-01-01,189.850006,190.429993,183.899994,184.169998,169.839035,0
2015-02-01,186.559998,195.679993,186.559998,194.729996,179.577286,0
2015-03-01,195.929993,195.929993,188.919998,190.710007,175.870132,0
2015-04-01,189.979996,195.449997,189.979996,192.520004,178.400330,0
2015-05-01,194.619995,197.070007,192.110001,194.970001,180.670609,0
2015-06-01,195.389999,196.470001,189.839996,190.360001,176.398758,0
2015-07-01,191.729996,196.500000,188.949997,194.320007,180.859985,0
2015-08-01,193.779999,194.490005,172.830002,182.580002,169.933151,0
2015-09-01,177.190002,184.899994,173.589996,177.139999,164.869995,0
2015-10-01,177.500000,193.050003,177.500000,192.059998,179.643707,0
2015-11-01,194.330002,194.869995,187.089996,192.610001,180.158188,0
2015-12-01,194.679993,194.679993,184.839996,188.479996,176.295135,0
2016-01-01,185.639999,186.009995,171.610001,179.100006,168.449036,0
2016-02-01,179.029999,180.610001,169.089996,178.839996,168.204498,0
2016-03-01,183.110001,190.369995,183.110001,189.990005,178.691391,0
2016-04-01,191.190002,194.100006,188.449997,190.699997,180.276291,0
2016-05-01,192.190002,194.279999,188.720001,194.100006,183.490448,0
2016-06-01,194.350006,196.250000,184.529999,193.669998,183.083969,0
2016-07-01,194.080002,200.889999,192.759995,200.789993,190.716980,0
2016-08-01,200.529999,202.589996,199.259995,201.050003,190.963959,0
2016-09-01,201.039993,202.520004,196.179993,200.210007,190.166092,0
2016-10-01,199.580002,199.919998,196.520004,196.539993,187.490555,0
2016-11-01,195.210007,205.039993,192.860001,203.809998,194.425842,0
2016-12-01,203.100006,210.699997,203.100006,206.570007,197.058777,0
2017-01-01,208.330002,212.240005,208.330002,210.460007,201.971878,0
2017-02-01,210.570007,219.360001,210.570007,218.800003,209.975510,0
2017-03-01,221.830002,221.830002,216.059998,218.050003,209.255737,0
2017-04-01,217.699997,220.690002,215.110001,220.270004,212.313843,0
2017-05-01,220.649994,223.649994,218.130005,223.339996,215.272964,0
2017-06-01,225.059998,227.410004,223.320007,223.750000,215.668152,0
2017-07-01,224.279999,228.990005,222.630005,228.320007,221.012894,0
2017-08-01,228.880005,229.389999,224.559998,228.990005,221.661423,0
2017-09-01,229.470001,232.570007,227.740005,232.570007,225.126862,0
2017-10-01,233.470001,238.479996,233.470001,237.960007,231.469833,0
2017-11-01,238.339996,245.240005,237.279999,245.240005,238.551285,0
2017-12-01,244.750000,249.360001,243.570007,246.820007,240.088196,0
2018-01-01,248.880005,265.420013,248.880005,260.920013,254.957169,0
2018-02-01,260.799988,260.799988,238.610001,251.270004,245.527695,0
2018-03-01,247.970001,258.170013,238.910004,243.809998,238.238190,0
2018-04-01,238.360001,250.259995,238.360001,244.720001,240.134689,0
2018-05-01,245.339996,253.029999,243.050003,250.580002,245.884872,0
2018-06-01,253.320007,258.239990,249.210007,250.990005,246.287216,0
2018-07-01,251.759995,263.019989,250.520004,260.299988,256.538422,0
2018-08-01,260.019989,269.829987,260.019989,268.750000,264.866302,0
2018-09-01,268.320007,271.720001,266.100006,269.089996,265.201385,0
2018-10-01,270.070007,270.160004,244.119995,250.660004,248.091812,0
2018-11-01,253.309998,260.160004,243.779999,255.740005,253.119766,0
2018-12-01,258.540009,258.540009,216.979996,231.440002,229.068726,0
