Date,Open,High,Low,Close,Adj Close,Volume
2013-12-01,null,null,null,null,null,null
2014-01-01,3311.580078,3321.889893,3179.250000,3200.949951,3200.949951,0
2014-02-01,3201.120117,3362.620117,3121.850098,3347.379883,3347.379883,0
2014-03-01,3344.360107,3395.000000,3302.570068,3375.510010,3375.510010,0
2014-04-01,3378.659912,3421.229980,3273.739990,3400.459961,3400.459961,0
2014-05-01,3401.479980,3481.100098,3358.879883,3480.290039,3480.290039,0
2014-06-01,3481.149902,3565.479980,3466.989990,3552.179932,3552.179932,0
2014-07-01,3556.560059,3612.270020,3503.189941,3503.189941,3503.189941,0
2014-08-01,3501.610107,3644.830078,3458.439941,3643.330078,3643.330078,0
2014-09-01,3644.770020,3676.159912,3577.030029,3592.250000,3592.250000,0
2014-10-01,3591.020020,3680.219971,3319.830078,3679.989990,3679.989990,0
2014-11-01,3680.310059,3792.149902,3648.969971,3778.959961,3778.959961,0
2014-12-01,3775.870117,3832.370117,3608.739990,3769.439941,3769.439941,0
2015-01-01,3776.489990,3794.520020,3642.500000,3656.280029,3656.280029,0
2015-02-01,3659.449951,3893.439941,3630.699951,3866.419922,3866.419922,0
2015-03-01,3867.979980,3890.520020,3750.290039,3805.270020,3805.270020,0
2015-04-01,3805.270020,3915.370117,3769.879883,3841.780029,3841.780029,0
2015-05-01,3845.229980,3939.459961,3811.270020,3891.179932,3891.179932,0
2015-06-01,3893.879883,3937.370117,3803.310059,3815.850098,3815.850098,0
2015-07-01,3823.979980,3947.729980,3781.629883,3895.800049,3895.800049,0
2015-08-01,3897.010010,3913.729980,3464.030029,3660.750000,3660.750000,0
2015-09-01,3657.040039,3755.469971,3480.540039,3570.169922,3570.169922,0
2015-10-01,3569.719971,3899.129883,3522.149902,3871.330078,3871.330078,0
2015-11-01,3873.939941,3940.510010,3765.580078,3882.840088,3882.840088,0
2015-12-01,3887.860107,3928.489990,3723.719971,3821.600098,3821.600098,0
2016-01-01,3811.739990,3811.739990,3391.770020,3631.959961,3631.959961,0
2016-02-01,3625.889893,3684.389893,3393.429932,3627.060059,3627.060059,0
2016-03-01,3636.250000,3896.500000,3636.250000,3873.110107,3873.110107,0
2016-04-01,3867.280029,3973.530029,3826.770020,3888.129883,3888.129883,0
2016-05-01,3891.679932,3970.229980,3821.530029,3957.949951,3957.949951,0
2016-06-01,3952.929932,4004.689941,3764.350098,3968.209961,3968.209961,0
2016-07-01,3969.850098,4121.109863,3923.649902,4114.509766,4114.509766,0
2016-08-01,4113.660156,4160.490234,4065.379883,4120.290039,4120.290039,0
2016-09-01,4121.060059,4153.660156,4023.889893,4121.060059,4121.060059,0
2016-10-01,4114.089844,4126.359863,4022.620117,4045.889893,4045.889893,0
2016-11-01,4050.739990,4224.899902,3967.379883,4195.729980,4195.729980,0
2016-12-01,4198.490234,4348.890137,4174.220215,4278.660156,4278.660156,0
2017-01-01,4303.120117,4401.569824,4290.850098,4359.810059,4359.810059,0
2017-02-01,4373.649902,4547.919922,4347.689941,4532.930176,4532.930176,0
2017-03-01,4565.379883,4605.270020,4459.500000,4538.209961,4538.209961,0
2017-04-01,4537.709961,4611.160156,4477.060059,4584.819824,4584.819824,0
2017-05-01,4593.109863,4660.459961,4532.450195,4649.339844,4649.339844,0
2017-06-01,4657.330078,4735.109863,4644.069824,4678.359863,4678.359863,0
2017-07-01,4694.189941,4800.750000,4651.209961,4774.560059,4774.560059,0
2017-08-01,4787.729980,4816.970215,4680.529785,4789.180176,4789.180176,0
2017-09-01,4794.859863,4888.000000,4741.049805,4887.970215,4887.970215,0
2017-10-01,4891.560059,5016.430176,4890.029785,5002.029785,5002.029785,0
2017-11-01,5017.470215,5174.640137,4974.379883,5155.439941,5155.439941,0
2017-12-01,5150.830078,5251.390137,5074.140137,5212.759766,5212.759766,0
2018-01-01,5232.720215,5606.080078,5230.060059,5511.209961,5511.209961,0
2018-02-01,5497.919922,5535.850098,4947.990234,5308.089844,5308.089844,0
2018-03-01,5311.620117,5484.359863,5064.430176,5173.189941,5173.189941,0
2018-04-01,5158.700195,5327.620117,5002.709961,5193.040039,5193.040039,0
2018-05-01,5184.419922,5387.379883,5089.089844,5318.100098,5318.100098,0
2018-06-01,5344.990234,5490.370117,5298.649902,5350.830078,5350.830078,0
2018-07-01,5324.649902,5611.490234,5312.839844,5549.959961,5549.959961,0
2018-08-01,5559.580078,5758.839844,5511.299805,5730.799805,5730.799805,0
2018-09-01,5722.319824,5814.950195,5660.049805,5763.419922,5763.419922,0
2018-10-01,5787.810059,5814.819824,5155.620117,5369.490234,5369.490234,0
2018-11-01,5381.200195,5577.680176,5219.620117,5478.910156,5478.910156,0
2018-12-01,5539.120117,5558.160156,4664.089844,4984.220215,4984.220215,0
